label,prompt,text,text_length,clean_text,young_prob,old_prob,perplexity,dist_1,dist_2,dist_3
1,Awesome! I actually haven't been there. When did you go?,??!<|endoftext|>This was,2,endoftext this was,0.9801623821258545,0.01983756758272648,176.21768188476562,1.0,0.5,0.0
1,Awesome! I actually haven't been there. When did you go?,!?<|endoftext|>I think it,3,endoftext i think it,0.9987922310829163,0.0012077458668500185,187.82171630859375,1.0,0.6666666666666666,0.3333333333333333
1,Awesome! I actually haven't been there. When did you go?,<|endoftext|><|endoftext|>You! I didn,3,endoftext endoftext you i didn,0.9862338304519653,0.013766201213002205,74.2002182006836,1.0,0.6666666666666666,0.3333333333333333
1,Awesome! I actually haven't been there. When did you go?,",?!?! you",2,you,0.7609195709228516,0.23908044397830963,357.6612243652344,1.0,0.5,0.0
1,Awesome! I actually haven't been there. When did you go?,<|endoftext|>!<|endoftext|>The one is,3,endoftext endoftext the one is,0.9989538192749023,0.001046138582751155,50.987525939941406,1.0,0.6666666666666666,0.3333333333333333
1,Awesome! I actually haven't been there. When did you go?,!!!<|endoftext|>It was,2,endoftext it was,0.9972207546234131,0.0027792276814579964,265.3700256347656,1.0,0.5,0.0
1,Can I add you on Facebook?, I need to do a lot,6,i need to do a lot,0.9573471546173096,0.04265288636088371,63.198299407958984,1.0,0.8333333333333334,0.6666666666666666
1,Can I add you on Facebook?, I just asked. Thanks<|endoftext|>,4,i just asked thanks endoftext,0.6881929039955139,0.3118070363998413,153.1598663330078,1.0,0.75,0.5
1,Can I add you on Facebook?, I can get a hold to,6,i can get a hold to,0.05607643723487854,0.9439235329627991,64.49900817871094,1.0,0.8333333333333334,0.6666666666666666
1,Can I add you on Facebook?, My name there.<|endoftext|>Yes,3,my name there endoftext yes,0.03141311556100845,0.9685869216918945,87.5684814453125,1.0,0.6666666666666666,0.3333333333333333
1,Can I add you on Facebook?," I can't, and I",4,i can t and i,0.10725925117731094,0.8927407264709473,138.08847045898438,0.75,0.75,0.5
1,Can I add you on Facebook?,<|endoftext|> You will be arrested for,6,endoftext you will be arrested for,0.9988924860954285,0.0011075467336922884,54.8863525390625,1.0,0.8333333333333334,0.6666666666666666
1,Do you have any hobbies?, I'm going for a new,5,i m going for a new,0.0013840424362570047,0.9986159801483154,50.54305648803711,1.0,0.8,0.6
1,Do you have any hobbies?, Do they we can we we,6,do they we can we we,0.15686941146850586,0.8431305885314941,23.537668228149414,0.6666666666666666,0.8333333333333334,0.6666666666666666
1,Do you have any hobbies?, Do they I don we can,6,do they i don we can,0.14063610136508942,0.859363853931427,27.662229537963867,1.0,0.8333333333333334,0.6666666666666666
1,Do you have any hobbies?, Anything in game development games programming,6,anything in game development games programming,0.9984446167945862,0.0015554263954982162,28.989925384521484,1.0,0.8333333333333334,0.6666666666666666
1,Do you have any hobbies?,<|endoftext|>I like to do like,5,endoftext i like to do like,0.9989050626754761,0.0010949089191854,66.21928405761719,0.8,0.8,0.6
1,Do you have any hobbies?, If not then why are a,6,if not then why are a,0.055720459669828415,0.9442794919013977,56.6142692565918,1.0,0.8333333333333334,0.6666666666666666
1,What do you wanna eat?, I got a lot to tell,6,i got a lot to tell,0.33083605766296387,0.6691638827323914,53.18720245361328,1.0,0.8333333333333334,0.6666666666666666
1,What do you wanna eat?, I just?. There.,3,i just there,0.8967037796974182,0.10329622030258179,114.56160736083984,1.0,0.6666666666666666,0.3333333333333333
1,What do you wanna eat?, That's the most important question,5,that s the most important question,0.9962736368179321,0.0037264113780111074,28.186840057373047,1.0,0.8,0.6
1,What do you wanna eat?, The Last of Us! is,5,the last of us is,0.9989087581634521,0.0010912633733823895,71.54796600341797,1.0,0.8,0.6
1,What do you wanna eat?, I can't go anywhere.,4,i can t go anywhere,0.08864382654428482,0.9113561511039734,70.3971176147461,1.0,0.75,0.5
1,What do you wanna eat?, It??<|endoftext|>A chicken,2,it endoftext a chicken,0.04724349081516266,0.9527565836906433,215.46786499023438,1.0,0.5,0.0
1,What are your plans this week?, I will I need a new,6,i will i need a new,0.016395147889852524,0.9836048483848572,51.64701843261719,0.8333333333333334,0.8333333333333334,0.6666666666666666
1,What are your plans this week?,!???!<|endoftext|>,1,endoftext,0.9989759922027588,0.0010240464471280575,259.4446105957031,1.0,0.0,0.0
1,What are your plans this week?, the next. a. k,4,the next a k,0.288630872964859,0.7113691568374634,129.63473510742188,1.0,0.75,0.5
1,What are your plans this week?, Them or what are you,5,them or what are you,0.0788775235414505,0.9211224913597107,37.0292854309082,1.0,0.8,0.6
1,What are your plans this week?," I can't go, a",4,i can t go a,0.0978461429476738,0.9021538496017456,176.00680541992188,1.0,0.75,0.5
1,What are your plans this week?,!!?? I can,3,i can,0.5269221067428589,0.4730778932571411,331.98016357421875,1.0,0.6666666666666666,0.3333333333333333
1,Awesome! I actually haven't been there. When did you go?,!?<|endoftext|>I think it may is.<|endoftext|>What's,5,endoftext i think it may is endoftext what s,0.97807377576828,0.021926257759332657,62.20179748535156,1.0,0.8,0.6
