label,prompt,text,text_length,clean_text,young_prob,old_prob,perplexity,dist_1,dist_2,dist_3
1,Hey., I'm a guy who loves,5,i m a guy who loves,0.9989608526229858,0.0010391536634415388,93.4568099975586,1.0,0.8,0.6
1,Hey., I'm an aspiring actor living,5,i m an aspiring actor living,0.9816979765892029,0.01830202154815197,39.79970932006836,1.0,0.8,0.6
1,Hey., This is the most important question,6,this is the most important question,0.9851755499839783,0.0148245170712471,25.358488082885742,1.0,0.8333333333333334,0.6666666666666666
1,Hey., My name is Alex. I,5,my name is alex i,0.863801896572113,0.13619808852672577,72.25186157226562,1.0,0.8,0.6
1,Hey., I've been thinking recently about,5,i ve been thinking recently about,0.7749192714691162,0.2250806838274002,34.62811279296875,1.0,0.8,0.6
1,Hey., It's not just your average,5,it s not just your average,0.9959839582443237,0.004016056656837463,95.07086944580078,1.0,0.8,0.6
1,"Hello, tell me about your latest holiday.", Where did your holiday go well,6,where did your holiday go well,0.7112187743186951,0.28878119587898254,18.841161727905273,1.0,0.8333333333333334,0.6666666666666666
1,"Hello, tell me about your latest holiday.","Oh, yeah.",2,oh yeah,0.7229787707328796,0.2770211696624756,102.62882232666016,1.0,0.5,0.0
1,"Hello, tell me about your latest holiday.",I am a bit,4,i am a bit,0.9384675025939941,0.06153246387839317,303.9327392578125,1.0,0.75,0.5
1,"Hello, tell me about your latest holiday.", My wife and I had a,6,my wife and i had a,0.005034453235566616,0.9949654936790466,54.85647201538086,1.0,0.8333333333333334,0.6666666666666666
1,"Hello, tell me about your latest holiday.", I know that it's a,5,i know that it s a,0.009589619003236294,0.9904104471206665,70.68407440185547,1.0,0.8,0.6
1,"Hello, tell me about your latest holiday.", Where are you staying in Europe,6,where are you staying in europe,0.9989538192749023,0.0010462092468515038,22.796405792236328,1.0,0.8333333333333334,0.6666666666666666
1,"Hi, how's it going?", I'm back! So I,4,i m back so i,0.9824355840682983,0.01756443828344345,187.58175659179688,1.0,0.75,0.5
1,"Hi, how's it going?",I'm doing fine,3,i m doing fine,0.9933744072914124,0.006625587586313486,155.49620056152344,1.0,0.6666666666666666,0.3333333333333333
1,"Hi, how's it going?",You might think that,4,you might think that,0.02449384145438671,0.9755061864852905,32.0484619140625,1.0,0.75,0.5
1,"Hi, how's it going?", My wife and I had a,6,my wife and i had a,0.005034453235566616,0.9949654936790466,54.85647201538086,1.0,0.8333333333333334,0.6666666666666666
1,"Hi, how's it going?", I've been thinking a lot,5,i ve been thinking a lot,0.9986873269081116,0.0013127288548275828,40.13566207885742,1.0,0.8,0.6
1,"Hi, how's it going?", Just finished reading the first draft,6,just finished reading the first draft,0.9989493489265442,0.0010506234830245376,22.20453453063965,1.0,0.8333333333333334,0.6666666666666666
1,Can we talk?," I'm not sure, I",4,i m not sure i,0.33218371868133545,0.6678162813186646,130.83477783203125,1.0,0.75,0.5
1,Can we talk?,Yes. There's,2,yes there s,0.007557001896202564,0.9924430251121521,76.75496673583984,1.0,0.5,0.0
1,Can we talk?,Can we talk about,4,can we talk about,0.1800469160079956,0.8199530839920044,82.2783203125,1.0,0.75,0.5
1,Can we talk?," The answer is ""no"",",4,the answer is no,0.19113941490650177,0.8088605403900146,40.6220817565918,1.0,0.75,0.5
1,Can we talk?," Yes, we can. And",4,yes we can and,0.049698200076818466,0.9503018260002136,68.26591491699219,1.0,0.75,0.5
1,Can we talk?,"Yes, I can",3,yes i can,0.00813527125865221,0.9918647408485413,106.9947280883789,1.0,0.6666666666666666,0.3333333333333333
1,Good weather we're having., I'm going for a walk,5,i m going for a walk,0.02613978460431099,0.9738602042198181,70.75022888183594,1.0,0.8,0.6
1,Good weather we're having.,The new year started,4,the new year started,0.10421451926231384,0.8957854509353638,27.576906204223633,1.0,0.75,0.5
1,Good weather we're having., We've got a couple of,5,we ve got a couple of,0.07921978086233139,0.9207802414894104,55.36921691894531,1.0,0.8,0.6
1,Good weather we're having., The sun is shining. The,5,the sun is shining the,0.00453149201348424,0.9954684972763062,29.116872787475586,0.8,0.8,0.6
1,Good weather we're having., I've been thinking of buying,5,i ve been thinking of buying,0.0021874592639505863,0.9978125095367432,41.71579360961914,1.0,0.8,0.6
1,Good weather we're having., It's getting a little warmer,5,it s getting a little warmer,0.9510247707366943,0.04897529259324074,64.16026306152344,1.0,0.8,0.6
1,Hey., I'm an aspiring actor living in NYC. I've got,9,i m an aspiring actor living in nyc i ve got,0.9989618062973022,0.0010381443426012993,41.67857360839844,1.0,0.8888888888888888,0.7777777777777778
1,Hey., My name is Alex. I am a professional graphic designer and,11,my name is alex i am a professional graphic designer and,0.760704755783081,0.23929518461227417,32.711360931396484,1.0,0.9090909090909091,0.8181818181818182
1,Hey., It's not just your average guy. I have noticed that,10,it s not just your average guy i have noticed that,0.43856826424598694,0.5614317059516907,57.5152473449707,1.0,0.9,0.8
1,Hey., I am not going to say it's the best game I,11,i am not going to say it s the best game i,0.9989305138587952,0.001069432939402759,43.005615234375,0.9090909090909091,0.9090909090909091,0.8181818181818182
1,Hey.,I'm here to ask you a difficult question.,8,i m here to ask you a difficult question,0.3959552049636841,0.6040447950363159,46.234859466552734,1.0,0.875,0.75
1,Hey., I'm just doing a quick search to see if there's,10,i m just doing a quick search to see if there s,0.9571755528450012,0.04282442107796669,41.235923767089844,1.0,0.9,0.8
1,"Hello, tell me about your latest holiday.","Oh, yeah. This is the most boring holiday",8,oh yeah this is the most boring holiday,0.9989516735076904,0.0010483174119144678,26.89784812927246,1.0,0.875,0.75
