label,prompt,text,text_length,clean_text,young_prob,old_prob,perplexity,dist_1,dist_2,dist_3
0,"Hello, tell me about yourself.", I hear your name is a,6,i hear your name is a,0.019889581948518753,0.9801104068756104,48.305152893066406,1.0,0.8333333333333334,0.6666666666666666
0,"Hello, tell me about yourself.",I'm an 18,3,i m an,0.026255713775753975,0.9737442135810852,710.8609008789062,1.0,0.6666666666666666,0.3333333333333333
0,"Hello, tell me about yourself.",I am a student,4,i am a student,0.7843356132507324,0.21566440165042877,78.88905334472656,1.0,0.75,0.5
0,"Hello, tell me about yourself.",I'm a 19,3,i m a,0.007859350182116032,0.9921407103538513,579.1213989257812,1.0,0.6666666666666666,0.3333333333333333
0,"Hello, tell me about yourself.", I know that it's a,5,i know that it s a,0.009589619003236294,0.9904104471206665,70.68407440185547,1.0,0.8,0.6
0,"Hello, tell me about yourself."," Where are you from, what",5,where are you from what,0.998977780342102,0.0010222349083051085,35.7915153503418,1.0,0.8,0.6
0,"Hello, how are you?", I'm back! So I,4,i m back so i,0.9841637015342712,0.01583624631166458,187.58175659179688,1.0,0.75,0.5
0,"Hello, how are you?",I'm doing fine,3,i m doing fine,0.9935367703437805,0.006463244557380676,155.49620056152344,1.0,0.6666666666666666,0.3333333333333333
0,"Hello, how are you?",You look like you,4,you look like you,0.7809358835220337,0.2190641313791275,40.747581481933594,1.0,0.75,0.5
0,"Hello, how are you?", My name is Alex. I,5,my name is alex i,0.8635895252227783,0.13641051948070526,72.25186157226562,1.0,0.8,0.6
0,"Hello, how are you?", I'm glad you came.,4,i m glad you came,0.2776486277580261,0.7223513722419739,90.69441986083984,1.0,0.75,0.5
0,"Hello, how are you?","Well, I'm",2,well i m,0.2279352992773056,0.7720646858215332,80.98243713378906,1.0,0.5,0.0
0,I had a splendid weekend., I did not lose my mind,6,i did not lose my mind,0.002006638329476118,0.9979933500289917,69.39334869384766,1.0,0.8333333333333334,0.6666666666666666
0,I had a splendid weekend., I got to spend an extra,6,i got to spend an extra,0.020363854244351387,0.9796361923217773,45.04057693481445,1.0,0.8333333333333334,0.6666666666666666
0,I had a splendid weekend., I've been a bit lazy,5,i ve been a bit lazy,0.9702423810958862,0.029757602140307426,79.12149810791016,1.0,0.8,0.6
0,I had a splendid weekend., My wife and I had a,6,my wife and i had a,0.005034453235566616,0.9949654936790466,54.85647201538086,1.0,0.8333333333333334,0.6666666666666666
0,I had a splendid weekend., I went to see The Big,6,i went to see the big,0.060180969536304474,0.9398189783096313,38.25856399536133,1.0,0.8333333333333334,0.6666666666666666
0,I had a splendid weekend., It's not just a weekend,5,it s not just a weekend,0.9989253878593445,0.0010745861800387502,96.6568374633789,1.0,0.8,0.6
0,Good afternoon., I'm going to give a,5,i m going to give a,0.08175454288721085,0.9182454347610474,58.516441345214844,1.0,0.8,0.6
0,Good afternoon.,As a longtime resident,4,as a longtime resident,0.01728724129498005,0.9827127456665039,27.704072952270508,1.0,0.75,0.5
0,Good afternoon., This is the last day to,6,this is the last day to,0.9969626069068909,0.003037428017705679,30.412704467773438,1.0,0.8333333333333334,0.6666666666666666
0,Good afternoon., My name is Michael. I,5,my name is michael i,0.05653906241059303,0.9434608817100525,54.52292251586914,1.0,0.8,0.6
0,Good afternoon., I wanted to thank each and,6,i wanted to thank each and,0.02770138904452324,0.9722985625267029,33.954803466796875,1.0,0.8333333333333334,0.6666666666666666
0,Good afternoon.," It's a good afternoon,",4,it s a good afternoon,0.3960789740085602,0.6039210557937622,81.00398254394531,1.0,0.75,0.5
0,Tell me about your family., Where did your parents live?,5,where did your parents live,0.6984012722969055,0.3015987277030945,27.454374313354492,1.0,0.8,0.6
0,Tell me about your family.,My mom and dad,4,my mom and dad,0.8400648832321167,0.1599351167678833,45.165897369384766,1.0,0.75,0.5
0,Tell me about your family.,My grandfather was a,4,my grandfather was a,0.001240573707036674,0.998759388923645,38.42050552368164,1.0,0.75,0.5
0,Tell me about your family.,I think the reason,4,i think the reason,0.7122493982315063,0.28775060176849365,71.68541717529297,1.0,0.75,0.5
0,Tell me about your family., Where do you go to school,6,where do you go to school,0.003312712302431464,0.9966873526573181,23.62894630432129,1.0,0.8333333333333334,0.6666666666666666
0,Tell me about your family.," Where are you from, what",5,where are you from what,0.998977780342102,0.0010222349083051085,35.7915153503418,1.0,0.8,0.6
0,"Hello, tell me about yourself.",I'm an 18-year-old girl from,5,i m an year old girl from,0.9989257454872131,0.001074235187843442,126.35688781738281,1.0,0.8,0.6
0,"Hello, tell me about yourself.",I'm a 19 year old college student. I,8,i m a year old college student i,0.9945887327194214,0.005411265883594751,66.14322662353516,1.0,0.875,0.75
0,"Hello, tell me about yourself."," Where are you from, what do you enjoy doing most?",10,where are you from what do you enjoy doing most,0.4245363473892212,0.5754636526107788,29.495880126953125,0.9,0.9,0.8
0,"Hello, tell me about yourself.",My full name is David. I'm 19 years,8,my full name is david i m years,0.9623464941978455,0.03765352815389633,55.86463928222656,1.0,0.875,0.75
0,"Hello, tell me about yourself.",I am a 22-year-old male from,6,i am a year old male from,0.9819483757019043,0.018051598221063614,97.99071502685547,1.0,0.8333333333333334,0.6666666666666666
0,"Hello, tell me about yourself.","Hi, I'm Michael, I am an IT",7,hi i m michael i am an it,0.0010779923759400845,0.9989219903945923,64.7232894897461,1.0,0.8571428571428571,0.7142857142857143
0,"Hello, how are you?",I'm doing fine. The doctor says I should,8,i m doing fine the doctor says i should,0.0011786584509536624,0.9988213181495667,53.19141387939453,1.0,0.875,0.75
0,"Hello, how are you?", My name is Alex. I am a programmer by trade and,11,my name is alex i am a programmer by trade and,0.9501201510429382,0.04987981915473938,37.18550491333008,1.0,0.9090909090909091,0.8181818181818182
0,"Hello, how are you?","Well, I'm good. I don't feel",6,well i m good i don t feel,0.028260720893740654,0.9717392325401306,36.47539520263672,1.0,0.8333333333333334,0.6666666666666666
0,"Hello, how are you?", How are you doing? Do you need anything? I mean,10,how are you doing do you need anything i mean,0.985767126083374,0.01423287857323885,28.189321517944336,0.9,0.9,0.8
0,"Hello, how are you?",I'm glad you're here! I'm sorry,6,i m glad you re here i m sorry,0.913875162601471,0.08612488955259323,41.74149703979492,0.8333333333333334,0.8333333333333334,0.6666666666666666
0,"Hello, how are you?","Hi, I'm very sorry for my lack of",8,hi i m very sorry for my lack of,0.03109101392328739,0.9689090251922607,52.27873611450195,1.0,0.875,0.75
0,I had a splendid weekend.," I got to spend an extra day in bed, which is",11,i got to spend an extra day in bed which is,0.00110499223228544,0.998894989490509,33.65445327758789,1.0,0.9090909090909091,0.8181818181818182
0,I had a splendid weekend., My wife and I had a fantastic weekend.And,8,my wife and i had a fantastic weekend and,0.9147005677223206,0.08529947698116302,34.44099426269531,1.0,0.875,0.75
0,I had a splendid weekend., It's not just a weekend for eating. This was an,10,it s not just a weekend for eating this was an,0.9882315993309021,0.011768417432904243,45.78639602661133,1.0,0.9,0.8
0,I had a splendid weekend.," I was able to visit friends, meet people I hadn't",10,i was able to visit friends meet people i hadn t,0.5935383439064026,0.4064616858959198,42.911312103271484,0.9,0.9,0.8
0,I had a splendid weekend.,I had a wonderful weekend with my daughter and son,10,i had a wonderful weekend with my daughter and son,0.0011626755585893989,0.9988372921943665,28.647428512573242,1.0,0.9,0.8
0,I had a splendid weekend., I spent my Sunday getting to know some of my closest friends,12,i spent my sunday getting to know some of my closest friends,0.9985066056251526,0.0014933875063434243,29.372314453125,0.9166666666666666,0.9166666666666666,0.8333333333333334
0,Good afternoon.,"As a longtime resident of the city, I am",9,as a longtime resident of the city i am,0.8268846273422241,0.17311537265777588,29.192731857299805,1.0,0.8888888888888888,0.7777777777777778
0,Good afternoon., My name is Michael. I am a graduate student in philosophy,11,my name is michael i am a graduate student in philosophy,0.9979932308197021,0.0020068371668457985,32.83427047729492,1.0,0.9090909090909091,0.8181818181818182
0,Good afternoon.," It's a good afternoon, as it's the start of",9,it s a good afternoon as it s the start of,0.00475924601778388,0.9952408075332642,40.988094329833984,1.0,0.8888888888888888,0.7777777777777778
0,Good afternoon., I am very pleased with the results. I have a great,11,i am very pleased with the results i have a great,0.0018441552529111505,0.9981558918952942,35.435646057128906,0.9090909090909091,0.9090909090909091,0.8181818181818182
0,Good afternoon.,I'd be delighted to answer a few questions from,9,i d be delighted to answer a few questions from,0.8667850494384766,0.13321490585803986,34.89476776123047,1.0,0.8888888888888888,0.7777777777777778
0,Good afternoon.,"This morning, we learned that President Trump is considering",9,this morning we learned that president trump is considering,0.9217711687088013,0.07822888344526291,22.2189998626709,1.0,0.8888888888888888,0.7777777777777778
0,Tell me about your family.,"My mom and dad are retired doctors, both from",9,my mom and dad are retired doctors both from,0.016699621453881264,0.9833003282546997,26.53008460998535,1.0,0.8888888888888888,0.7777777777777778
0,Tell me about your family.,I think the reason I've been able to stay,9,i think the reason i ve been able to stay,0.9923570156097412,0.007642954122275114,44.896728515625,1.0,0.8888888888888888,0.7777777777777778
0,Tell me about your family.," Where are you from, what do you do?, what is",10,where are you from what do you do what is,0.9988705515861511,0.0011294122086837888,31.448360443115234,0.8,0.9,0.8
0,Tell me about your family., How did you get involved? What's the story behind the,10,how did you get involved what s the story behind the,0.04226646199822426,0.9577335119247437,29.704294204711914,0.9,0.9,0.8
0,Tell me about your family.,I had a very simple upbringing. My father was,9,i had a very simple upbringing my father was,0.0012165860971435905,0.9987834095954895,38.022918701171875,1.0,0.8888888888888888,0.7777777777777778
0,Tell me about your family.,"My brother, Chris, and I are the two",8,my brother chris and i are the two,0.9989745616912842,0.0010255073430016637,29.007652282714844,1.0,0.875,0.75
0,"Hello, tell me about yourself.",I am a student in the University of Chicago. I studied Computer Science and Information,15,i am a student in the university of chicago i studied computer science and information,0.9989499449729919,0.001050065620802343,25.59223747253418,0.9333333333333333,0.9333333333333333,0.8666666666666667
0,"Hello, tell me about yourself."," Where are you from, what do you enjoy doing most?I'm from New",12,where are you from what do you enjoy doing most i m from new,0.7834683060646057,0.21653161942958832,30.293012619018555,0.9166666666666666,0.9166666666666666,0.8333333333333334
0,"Hello, tell me about yourself.", What's your background? What did you love about music and art?I grew,12,what s your background what did you love about music and art i grew,0.021980075165629387,0.9780199527740479,36.46967315673828,1.0,0.9166666666666666,0.8333333333333334
0,"Hello, tell me about yourself.","Hi, I'm Michael, I am an IT professional. I started off in",12,hi i m michael i am an it professional i started off in,0.001780704827979207,0.9982193112373352,37.279788970947266,0.9166666666666666,0.9166666666666666,0.8333333333333334
0,"Hello, tell me about yourself.","I am a 19 years young man, I am a computer expert, I am",14,i am a years young man i am a computer expert i am,0.009770935401320457,0.9902291297912598,47.472816467285156,0.6428571428571429,0.7142857142857143,0.7857142857142857
0,"Hello, tell me about yourself.","Hello, my name is David and I'm a 21 year old from the UK",14,hello my name is david and i m a year old from the uk,0.9986433386802673,0.0013566160341724753,39.49339294433594,1.0,0.9285714285714286,0.8571428571428571
0,"Hello, how are you?",You look like you're having a great day. I know that it's a,13,you look like you re having a great day i know that it s a,0.5173973441123962,0.482602596282959,36.631534576416016,0.9230769230769231,0.9230769230769231,0.8461538461538461
0,"Hello, how are you?","Well, I'm good. I don't feel like I've been doing anything",11,well i m good i don t feel like i ve been doing anything,0.9989905953407288,0.0010093825403600931,29.32841682434082,1.0,0.9090909090909091,0.8181818181818182
0,"Hello, how are you?", How about a nice long bath? I'm going to make you some delicious cookies! These,15,how about a nice long bath i m going to make you some delicious cookies these,0.3252016603946686,0.6747983694076538,28.353334426879883,1.0,0.9333333333333333,0.8666666666666667
0,"Hello, how are you?","Hi, I'm very sorry for my lack of answers. I'm currently in",12,hi i m very sorry for my lack of answers i m currently in,0.6553057432174683,0.3446943163871765,30.470718383789062,0.9166666666666666,0.9166666666666666,0.8333333333333334
0,"Hello, how are you?", I'm sorry it's been so long since I've had a proper chat with you.,14,i m sorry it s been so long since i ve had a proper chat with you,0.010358805768191814,0.9896411299705505,39.70668411254883,1.0,0.9285714285714286,0.8571428571428571
0,"Hello, how are you?",You're looking at a pretty nice website. I know you've got a lot,13,you re looking at a pretty nice website i know you ve got a lot,0.967115044593811,0.032884951680898666,30.865015029907227,0.9230769230769231,0.9230769230769231,0.8461538461538461
0,I had a splendid weekend.," I've been a bit lazy with the recipes, so it was pretty nice to have a",16,i ve been a bit lazy with the recipes so it was pretty nice to have a,0.9320972561836243,0.06790275126695633,30.724620819091797,0.9375,0.9375,0.875
0,I had a splendid weekend., It's not just a weekend for eating. This was an excellent weekend for learning something new,16,it s not just a weekend for eating this was an excellent weekend for learning something new,0.9988471269607544,0.0011528751347213984,24.594932556152344,0.875,0.875,0.875
0,I had a splendid weekend.," I had great company, the most beautiful place on earth and a wonderful time. I also",16,i had great company the most beautiful place on earth and a wonderful time i also,0.001292654313147068,0.9987072944641113,30.341686248779297,0.9375,0.9375,0.875
0,I had a splendid weekend.," I spent my Sunday getting to know some of my closest friends, getting back into the swing",17,i spent my sunday getting to know some of my closest friends getting back into the swing,0.9983075857162476,0.0016924201045185328,27.106218338012695,0.8823529411764706,0.9411764705882353,0.8823529411764706
0,I had a splendid weekend.," I'm not going to talk about my weekend, but I will talk about my weekend.",15,i m not going to talk about my weekend but i will talk about my weekend,0.9881176352500916,0.011882337741553783,37.466041564941406,0.8,0.8,0.8
