label,prompt,text,text_length,clean_text,young_prob,old_prob,perplexity,dist_1,dist_2,dist_3
0,Awesome! I actually haven't been there. When did you go?, I'm not sure if I,5,i m not sure if i,0.9144209623336792,0.08557900786399841,133.16903686523438,1.0,0.8,0.6
0,Awesome! I actually haven't been there. When did you go?,I went on the,4,i went on the,0.10570120066404343,0.8942988514900208,43.664337158203125,1.0,0.75,0.5
0,Awesome! I actually haven't been there. When did you go?,You mean before that,4,you mean before that,0.001118233660236001,0.9988817572593689,26.944305419921875,1.0,0.75,0.5
0,Awesome! I actually haven't been there. When did you go?,I think you should,4,i think you should,0.9804470539093018,0.019552893936634064,125.21392822265625,1.0,0.75,0.5
0,Awesome! I actually haven't been there. When did you go?, I've been to many of,5,i ve been to many of,0.9944637417793274,0.005536238197237253,53.55474090576172,1.0,0.8,0.6
0,Awesome! I actually haven't been there. When did you go?, Where?I am,2,where i am,0.07866210490465164,0.9213378429412842,124.87067413330078,1.0,0.5,0.0
0,Can I add you on Facebook?, I will add my name to,6,i will add my name to,0.9799740314483643,0.020025959238409996,71.19219970703125,1.0,0.8333333333333334,0.6666666666666666
0,Can I add you on Facebook?,Yes. If you,3,yes if you,0.029828697443008423,0.970171332359314,163.82522583007812,1.0,0.6666666666666666,0.3333333333333333
0,Can I add you on Facebook?,You may add us,4,you may add us,0.49287644028663635,0.5071235299110413,40.49043655395508,1.0,0.75,0.5
0,Can I add you on Facebook?,You can add me,4,you can add me,0.9989494681358337,0.001050592982210219,38.32884979248047,1.0,0.75,0.5
0,Can I add you on Facebook?, Yes! We are happy to,5,yes we are happy to,0.9030340909957886,0.09696585685014725,51.38851547241211,1.0,0.8,0.6
0,Can I add you on Facebook?,"Yes, I am",3,yes i am,0.23090028762817383,0.7690997123718262,245.92083740234375,1.0,0.6666666666666666,0.3333333333333333
0,Do you have any hobbies?, I'm pretty sure you do,5,i m pretty sure you do,0.9985899329185486,0.001410037511959672,46.88739013671875,1.0,0.8,0.6
0,Do you have any hobbies?,I like doing things,4,i like doing things,0.9081359505653381,0.09186405688524246,48.40278625488281,1.0,0.75,0.5
0,Do you have any hobbies?,I am a musician,4,i am a musician,0.0088442238047719,0.991155743598938,125.30603790283203,1.0,0.75,0.5
0,Do you have any hobbies?,I love to ride,4,i love to ride,0.9061685800552368,0.09383147209882736,47.108436584472656,1.0,0.75,0.5
0,Do you have any hobbies?,I don't think,3,i don t think,0.6082803606987,0.3917196989059448,209.8728485107422,1.0,0.6666666666666666,0.3333333333333333
0,Do you have any hobbies?,"I love fishing,",3,i love fishing,0.9989510774612427,0.0010489268461242318,46.27568435668945,1.0,0.6666666666666666,0.3333333333333333
0,What do you wanna eat?, A little chicken! That's,4,a little chicken that s,0.14830385148525238,0.8516961932182312,66.66686248779297,1.0,0.75,0.5
0,What do you wanna eat?,If you are not,4,if you are not,0.9969346523284912,0.003065330907702446,105.2830581665039,1.0,0.75,0.5
0,What do you wanna eat?,You wanna eat some,4,you wanna eat some,0.9985798597335815,0.001420190674252808,33.717525482177734,1.0,0.75,0.5
0,What do you wanna eat?,You're gonna wanna,3,you re gonna wanna,0.9989781379699707,0.0010219226824119687,37.61483383178711,1.0,0.6666666666666666,0.3333333333333333
0,What do you wanna eat?, I don't know. I,4,i don t know i,0.025014925748109818,0.9749851226806641,261.8332824707031,0.75,0.75,0.5
0,What do you wanna eat?,"A good question,",3,a good question,0.8303326964378357,0.1696673035621643,104.95137786865234,1.0,0.6666666666666666,0.3333333333333333
0,What are your plans this week?, I'm going to go to,5,i m going to go to,0.050838906317949295,0.9491611123085022,35.4199333190918,0.8,0.8,0.6
0,What are your plans this week?,If you are not,4,if you are not,0.9968041181564331,0.003195833647623658,105.2830581665039,1.0,0.75,0.5
0,What are your plans this week?,I am looking to,4,i am looking to,0.7000659108161926,0.299934059381485,100.42298889160156,1.0,0.75,0.5
0,What are your plans this week?,I think the main,4,i think the main,0.13663093745708466,0.8633691072463989,123.22759246826172,1.0,0.75,0.5
0,What are your plans this week?, I've been thinking a lot,5,i ve been thinking a lot,0.9986873269081116,0.0013127288548275828,40.13566207885742,1.0,0.8,0.6
0,What are your plans this week?,What are your plans,4,what are your plans,0.8986982107162476,0.10130176693201065,29.772436141967773,1.0,0.75,0.5
0,Awesome! I actually haven't been there. When did you go?,I went on the last Saturday of August. The,9,i went on the last saturday of august the,0.4441601634025574,0.5558398365974426,35.73906326293945,1.0,0.8888888888888888,0.7777777777777778
0,Awesome! I actually haven't been there. When did you go?,I think you should check it out. It is,9,i think you should check it out it is,0.3534913659095764,0.6465085744857788,60.93033218383789,1.0,0.8888888888888888,0.7777777777777778
0,Awesome! I actually haven't been there. When did you go?, Where?I am from New Jersey. I live,7,where i am from new jersey i live,0.9988958835601807,0.0011040495010092854,43.61333465576172,1.0,0.8571428571428571,0.7142857142857143
0,Awesome! I actually haven't been there. When did you go?, I was in the middle of a tour and was just going,12,i was in the middle of a tour and was just going,0.9782628417015076,0.02173711359500885,33.19095230102539,0.9166666666666666,0.9166666666666666,0.8333333333333334
0,Awesome! I actually haven't been there. When did you go?,I went last year on my first day of school,10,i went last year on my first day of school,0.9896290898323059,0.010370857082307339,29.268896102905273,1.0,0.9,0.8
0,Awesome! I actually haven't been there. When did you go?,I went there about three or four months ago.,9,i went there about three or four months ago,0.12853722274303436,0.8714627623558044,26.60447883605957,1.0,0.8888888888888888,0.7777777777777778
0,Can I add you on Facebook?,Yes. If you want to add your name to,9,yes if you want to add your name to,0.9423841238021851,0.057615794241428375,39.23460006713867,0.8888888888888888,0.8888888888888888,0.7777777777777778
0,Can I add you on Facebook?,You can add me as a fan or friend.,9,you can add me as a fan or friend,0.9989014863967896,0.0010985018452629447,32.21356201171875,1.0,0.8888888888888888,0.7777777777777778
0,Can I add you on Facebook?,"Yes, I am on Facebook. I'm always",7,yes i am on facebook i m always,0.9927008152008057,0.007299180142581463,57.16843795776367,1.0,0.8571428571428571,0.7142857142857143
0,Can I add you on Facebook?,Yes! Please add a link to my facebook page,9,yes please add a link to my facebook page,0.9989480376243591,0.0010520342038944364,34.24158477783203,1.0,0.8888888888888888,0.7777777777777778
0,Can I add you on Facebook?,I can be added on Facebook at facebook/s,8,i can be added on facebook at facebook s,0.9989809393882751,0.0010190391913056374,34.24748611450195,1.0,0.875,0.75
0,Can I add you on Facebook?,"Yes, you can add me as a friend on",9,yes you can add me as a friend on,0.9569116234779358,0.0430884025990963,30.0966796875,1.0,0.8888888888888888,0.7777777777777778
0,Do you have any hobbies?,"I like doing things that are creative, fun and",9,i like doing things that are creative fun and,0.9965077042579651,0.0034923290368169546,29.589582443237305,1.0,0.8888888888888888,0.7777777777777778
0,Do you have any hobbies?,"I love to ride, climb mountains, fly,",7,i love to ride climb mountains fly,0.5511412024497986,0.4488588571548462,46.7072868347168,1.0,0.8571428571428571,0.7142857142857143
0,Do you have any hobbies?,"I love fishing, camping, hunting, and hiking",7,i love fishing camping hunting and hiking,0.36733701825141907,0.6326629519462585,29.50464630126953,1.0,0.8571428571428571,0.7142857142857143
0,Do you have any hobbies?, Do you have anything you love to do?I,8,do you have anything you love to do i,0.9540023803710938,0.04599764570593834,30.365768432617188,0.875,0.875,0.75
0,Do you have any hobbies?,I love to cook and I like to go out,10,i love to cook and i like to go out,0.9233204126358032,0.0766795426607132,28.7088680267334,0.8,0.9,0.8
0,Do you have any hobbies?,I love to read and write. I'm really,8,i love to read and write i m really,0.776843786239624,0.2231561541557312,42.064239501953125,1.0,0.875,0.75
0,What do you wanna eat?,If you are not a vegetarian or a vegan and,10,if you are not a vegetarian or a vegan and,0.001071870676241815,0.9989281296730042,31.710886001586914,0.9,0.9,0.8
0,What do you wanna eat?,You're gonna wanna eat some shit.,6,you re gonna wanna eat some shit,0.9989330172538757,0.0010670115007087588,31.796327590942383,1.0,0.8333333333333334,0.6666666666666666
0,What do you wanna eat?,"A good question, as it's not exactly obvious",8,a good question as it s not exactly obvious,0.879067063331604,0.1209329292178154,48.62896728515625,1.0,0.875,0.75
0,What do you wanna eat?,I have a feeling it's gonna be some kind,9,i have a feeling it s gonna be some kind,0.7890493273735046,0.21095070242881775,30.790002822875977,1.0,0.8888888888888888,0.7777777777777778
0,What do you wanna eat?,What do you wanna drink?How long,6,what do you wanna drink how long,0.9989978671073914,0.0010020973859354854,37.149105072021484,1.0,0.8333333333333334,0.6666666666666666
0,What do you wanna eat?,"This week, we celebrate the season by cooking up",9,this week we celebrate the season by cooking up,0.9989675283432007,0.0010324770119041204,26.785179138183594,1.0,0.8888888888888888,0.7777777777777778
0,What are your plans this week?,If you are not a member you will need to,10,if you are not a member you will need to,0.005243021063506603,0.9947570562362671,39.19709777832031,0.9,0.9,0.8
0,What are your plans this week?,I think the main thing is that we are going,10,i think the main thing is that we are going,0.8191475868225098,0.18085242807865143,26.91031265258789,1.0,0.9,0.8
0,What are your plans this week?,What are your plans this week?I,6,what are your plans this week i,0.9940128922462463,0.005987099837511778,26.881595611572266,1.0,0.8333333333333334,0.6666666666666666
0,What are your plans this week?,I have a long list of things I need to,10,i have a long list of things i need to,0.501366138458252,0.49863383173942566,25.7857723236084,0.9,0.9,0.8
0,What are your plans this week?,I'll be doing a lot of interviews this week,9,i ll be doing a lot of interviews this week,0.03818364813923836,0.9618163108825684,28.230066299438477,1.0,0.8888888888888888,0.7777777777777778
0,What are your plans this week?,We're working with our sponsors to bring you some,9,we re working with our sponsors to bring you some,0.998948872089386,0.0010511697037145495,26.157047271728516,1.0,0.8888888888888888,0.7777777777777778
0,Awesome! I actually haven't been there. When did you go?,You mean before that? I was there when you were going to go there?,14,you mean before that i was there when you were going to go there,0.08774338662624359,0.9122565984725952,22.755332946777344,1.0,0.9285714285714286,0.8571428571428571
0,Awesome! I actually haven't been there. When did you go?, Where?I am from New Jersey. I live near the NJ border with New,13,where i am from new jersey i live near the nj border with new,0.9989538192749023,0.0010461794445291162,28.95400047302246,0.9230769230769231,0.9230769230769231,0.8461538461538461
